t,u
0.0,0.9990973111286733
0.02004008016032064,1.0152965717794826
0.04008016032064128,0.9292382698300583
0.06012024048096192,0.9266487962684882
0.08016032064128256,0.9466579791430891
0.1002004008016032,0.8890161272431685
0.12024048096192384,0.922730615110881
0.1402805611222445,0.8528437093305267
0.16032064128256512,0.8227725436831566
0.18036072144288576,0.7645131070227337
0.2004008016032064,0.7575519088718673
0.22044088176352705,0.708893144399845
0.24048096192384769,0.6951473167891737
0.2605210420841683,0.657918398140779
0.280561122244489,0.5361955676498286
0.3006012024048096,0.5271442086021682
0.32064128256513025,0.5118324851873299
0.3406813627254509,0.47416512958766
0.3607214428857715,0.37118663141537195
0.3807615230460922,0.31961491564958033
0.4008016032064128,0.31683276859955045
0.42084168336673344,0.22408516123978486
0.4408817635270541,0.18020688458515868
0.4609218436873747,0.124093981997632
0.48096192384769537,0.12466225319288361
0.501002004008016,0.0535810252171683
0.5210420841683366,0.016382026220712213
0.5410821643286573,-0.06424496916976395
0.561122244488978,-0.09862092128025618
0.5811623246492986,-0.17091325737135085
0.6012024048096192,-0.15585132160418397
0.6212424849699398,-0.19350338360453412
0.6412825651302605,-0.2926972340174274
0.6613226452905812,-0.3412617253311987
0.6813627254509018,-0.32574032365836764
0.7014028056112224,-0.33826945822130033
0.721442885771543,-0.4020292165494445
0.7414829659318637,-0.44905936003201097
0.7615230460921844,-0.4634417100507273
0.781563126252505,-0.5101498081182393
0.8016032064128256,-0.5091509352413058
0.8216432865731462,-0.4723173128097946
0.8416833667334669,-0.5760940216801826
0.8617234468937875,-0.552611294979764
0.8817635270541082,-0.578414568374888
0.9018036072144289,-0.5990215038795057
0.9218436873747494,-0.6109912703517348
0.9418837675350701,-0.6281038308603201
0.9619238476953907,-0.6239989889002633
0.9819639278557114,-0.6514191146326922
1.002004008016032,-0.5621057131248822
1.0220440881763526,-0.6110571264784316
1.0420841683366733,-0.6307789153888138
1.062124248496994,-0.6247003208898804
1.0821643286573146,-0.5324834374513925
1.1022044088176353,-0.5917935566082742
1.122244488977956,-0.5749963655123193
1.1422845691382766,-0.5976561165728176
1.1623246492985972,-0.45392552786002577
1.1823647294589177,-0.5293155364800338
1.2024048096192383,-0.5095356429068758
1.222444889779559,-0.4761207085680855
1.2424849699398797,-0.4791556331212813
1.2625250501002003,-0.3801915409290655
1.282565130260521,-0.43867004812435173
1.3026052104208417,-0.3740821589284172
1.3226452905811623,-0.39370156404011486
1.342685370741483,-0.3233304246105578
1.3627254509018036,-0.2966509832059047
1.3827655310621243,-0.27754120921179454
1.4028056112224447,-0.22211271096515497
1.4228456913827654,-0.16824276463295212
1.442885771543086,-0.22874940503878605
1.4629258517034067,-0.11632818457008644
1.4829659318637274,-0.07797863419709758
1.503006012024048,-0.06665623137868579
1.5230460921843687,-0.006360753350411752
1.5430861723446894,-0.022421995391790264
1.56312625250501,0.010179928609031474
1.5831663326653307,-0.03601970868024827
1.6032064128256511,0.024542600683165196
1.6232464929859718,0.048698843094667904
1.6432865731462925,0.08820563779434976
1.6633266533066131,0.08083734498289454
1.6833667334669338,0.16586361776805258
1.7034068136272544,0.10659055352890096
1.723446893787575,0.19408324951887615
1.7434869739478958,0.19321112195504803
1.7635270541082164,0.2155280750436615
1.783567134268537,0.2689144306001605
1.8036072144288577,0.22252314601623954
1.8236472945891782,0.29937233097013666
1.8436873747494988,0.2969973578369932
1.8637274549098195,0.2875051469478034
1.8837675350701402,0.3080537970474563
1.9038076152304608,0.34158260488166536
1.9238476953907815,0.29887891936181
1.9438877755511021,0.36930740836867937
1.9639278557114228,0.3815060034210279
1.9839679358717435,0.3998274702357366
